4 	-4.97538 	1.59348e-18 	1.16007 	7.96422e-05 	0
4 	-4.92614 	1.33327e-18 	1.16011 	0.00023912 	0
4 	-4.8769 	2.05698e-19 	1.16019 	0.000399075 	0
4 	-4.82765 	2.67768e-18 	1.16031 	0.000559761 	-2.42108e-27
4 	-4.77841 	8.18543e-18 	1.16047 	0.000721501 	2.42108e-27
4 	-4.72917 	6.3206e-18 	1.16067 	0.000884608 	0
4 	-4.67993 	1.94042e-18 	1.1609 	0.00104939 	0
4 	-4.63069 	2.63431e-18 	1.16118 	0.00121616 	0
4 	-4.58145 	2.46084e-18 	1.1615 	0.00138522 	0
4 	-4.5322 	1.33327e-18 	1.16186 	0.00155689 	0
4 	-4.48296 	-2.27983e-19 	1.16225 	0.00173149 	0
4 	-4.43372 	-5.45108e-20 	1.16269 	0.00190932 	0
4 	-4.38448 	2.72105e-18 	1.16316 	0.00209071 	0
4 	-4.33524 	4.71598e-18 	1.16368 	0.00227598 	0
4 	-4.28599 	5.40987e-18 	1.16423 	0.00246545 	0
4 	-4.23675 	7.10122e-18 	1.16482 	0.00265946 	0
4 	-4.18751 	8.79258e-18 	1.16545 	0.00285832 	0
4 	-4.13827 	6.14713e-18 	1.16612 	0.00306239 	0
4 	-4.08903 	2.98126e-18 	1.16683 	0.00327199 	0
4 	-4.03979 	2.02716e-18 	1.16758 	0.00348748 	2.93616e-11
4 	-3.99054 	1.07306e-18 	1.16836 	0.00370919 	-2.93616e-11
4 	-3.9413 	2.54757e-18 	1.16918 	0.0039375 	0
4 	-3.89206 	5.84355e-18 	1.17004 	0.00417274 	0
4 	-3.84282 	7.83848e-18 	1.17094 	0.00441529 	0
4 	-3.79358 	1.00503e-17 	1.17187 	0.00466552 	0
4 	-3.74434 	9.5732e-18 	1.17284 	0.0049238 	0
4 	-3.69509 	7.57827e-18 	1.17385 	0.0051905 	0
4 	-3.64585 	4.71598e-18 	1.17489 	0.00546602 	0
4 	-3.59661 	-1.48566e-18 	1.17597 	0.00575074 	0
4 	-3.54737 	-2.83007e-18 	1.17708 	0.00604506 	0
4 	-3.49813 	6.82747e-19 	1.17823 	0.00634939 	0
4 	-3.44888 	-1.09534e-18 	1.17941 	0.00666413 	0
4 	-3.39964 	-9.21873e-19 	1.18063 	0.0069897 	0
4 	-3.3504 	-2.27983e-19 	1.18188 	0.00732651 	0
4 	-3.30116 	-1.05198e-18 	1.18317 	0.00767501 	0
4 	-3.25192 	1.07306e-18 	1.18449 	0.00803561 	3.25863e-11
4 	-3.20268 	-2.22292e-18 	1.18583 	0.00840877 	-3.25863e-11
4 	-3.15343 	-8.55466e-18 	1.18722 	0.00879492 	0
