4 	-3.95101 	-7.09088e-18 	1.08621 	-0.000668774 	0
4 	-3.85303 	-7.09088e-18 	1.08618 	-0.00202341 	0
4 	-3.75506 	-7.09088e-18 	1.08613 	-0.00342971 	0
4 	-3.65708 	-7.09088e-18 	1.08604 	-0.00492327 	0
4 	-3.5591 	-7.09088e-18 	1.08591 	-0.00654133 	0
4 	-3.46112 	-7.09088e-18 	1.08572 	-0.00832352 	0
4 	-3.36314 	-7.09088e-18 	1.08545 	-0.0103126 	0
4 	-3.26517 	-7.09088e-18 	1.08508 	-0.0125553 	0
4 	-3.16719 	-7.09088e-18 	1.08458 	-0.0151029 	0
4 	-3.06921 	-7.09088e-18 	1.0839 	-0.0180125 	0
4 	-2.97123 	-7.09088e-18 	1.08302 	-0.0213479 	0
4 	-2.87325 	-7.09088e-18 	1.08187 	-0.0251804 	0
4 	-2.77528 	-7.09088e-18 	1.08039 	-0.0295897 	0
4 	-2.6773 	-7.09088e-18 	1.07849 	-0.0346653 	0
4 	-2.57932 	-7.09088e-18 	1.07608 	-0.0405071 	0
4 	-2.48134 	-9.5195e-18 	1.07304 	-0.0472264 	0
4 	-2.38336 	-1.19481e-17 	1.06921 	-0.0549455 	0
4 	-2.28539 	-1.19481e-17 	1.06444 	-0.0637984 	0
4 	-2.18741 	-1.19481e-17 	1.05851 	-0.0739285 	0
4 	-2.08943 	-1.09073e-17 	1.05116 	-0.0854813 	0
4 	-1.99145 	-9.86644e-18 	1.04206 	-0.0985895 	0
4 	-1.89347 	-9.86644e-18 	1.03067 	-0.113326 	0
4 	-1.7955 	-9.86644e-18 	1.01602 	-0.129558 	0
4 	-1.69752 	-9.86644e-18 	0.996112 	-0.146602 	0
4 	-1.59954 	-9.86644e-18 	0.967143 	-0.162683 	0
4 	-1.50156 	-9.86644e-18 	0.92373 	-0.174694 	0
4 	-1.40358 	-9.86644e-18 	0.862379 	-0.179693 	0
4 	-1.30561 	-9.86644e-18 	0.788901 	-0.178666 	0
4 	-1.20763 	-9.86644e-18 	0.722342 	-0.178247 	0
4 	-1.10965 	-9.86644e-18 	0.682355 	-0.186693 	0
4 	-1.03771 	-8.48375e-18 	0.670786 	-0.214645 	-1.33451e-20
4 	-1.00898 	-9.96354e-18 	0.671361 	-0.244234 	-5.53636e-21
4 	-0.985532 	-1.47397e-17 	0.637221 	-0.184241 	5.49266e-21
4 	-0.943916 	-1.66533e-17 	0.637349 	-0.213735 	4.28206e-21
4 	-0.895572 	-1.63003e-17 	0.641698 	-0.245571 	-8.75287e-21
4 	-0.846307 	-1.89514e-17 	0.648173 	-0.278611 	-2.07085e-21
4 	-0.801121 	-2.03454e-17 	0.655642 	-0.311706 	-1.18287e-20
4 	-0.77583 	-2.04697e-17 	0.609459 	-0.245938 	6.2554e-21
4 	-0.745164 	-2.35922e-17 	0.616543 	-0.281366 	4.55571e-21
4 	-0.693369 	-2.46331e-17 	0.624999 	-0.316447 	1.87533e-21
4 	-0.640819 	-2.8396e-17 	0.634708 	-0.350585 	1.95566e-22
4 	-0.587563 	-3.05164e-17 	0.645629 	-0.383323 	1.28501e-21
4 	-0.533652 	-3.00685e-17 	0.657724 	-0.414293 	1.42765e-21
4 	-0.47914 	-3.00478e-17 	0.670948 	-0.443202 	-3.79867e-21
4 	-0.448527 	-2.96696e-17 	0.685266 	-0.469817 	-4.57477e-21
4 	-0.42087 	-2.86107e-17 	0.640569 	-0.41808 	2.48572e-21
4 	-0.368541 	-2.32453e-17 	0.658703 	-0.448269 	7.13846e-21
4 	-0.312573 	-1.97758e-17 	0.678444 	-0.476016 	-8.81636e-21
4 	-0.256242 	-1.97758e-17 	0.699714 	-0.501105 	-6.18349e-21
4 	-0.199612 	-1.8735e-17 	0.722415 	-0.523366 	4.16505e-21
4 	-0.142748 	-2.08167e-17 	0.746424 	-0.542671 	-1.51564e-21
4 	-0.0857162 	-2.74086e-17 	0.771596 	-0.558945 	3.94255e-22
4 	-0.0285833 	-3.05286e-17 	0.797771 	-0.572151 	-1.43482e-21
4 	0.0285833 	-7.63278e-18 	0.824765 	-0.582247 	1.46918e-21
4 	0.0857162 	-7.97973e-18 	0.852354 	-0.589185 	-2.64957e-22
4 	0.142748 	-1.11022e-17 	0.880284 	-0.592975 	2.5224e-21
4 	0.199612 	-1.249e-17 	0.908296 	-0.593674 	-5.58082e-21
4 	0.256242 	-1.38778e-17 	0.936121 	-0.591378 	8.58691e-21
4 	0.312573 	-1.49186e-17 	0.963497 	-0.58622 	1.58666e-20
4 	0.368541 	-1.59595e-17 	0.990166 	-0.578373 	-1.503e-20
4 	0.42087 	-1.7186e-17 	1.01589 	-0.568042 	-7.04039e-21
4 	0.448527 	-1.85918e-17 	0.989182 	-0.555465 	1.04805e-20
4 	0.47914 	-2.27619e-17 	1.00981 	-0.542819 	1.02069e-20
4 	0.533652 	-2.79868e-17 	1.02962 	-0.528727 	-5.86298e-21
4 	0.587563 	-3.22945e-17 	1.04851 	-0.513409 	-1.04188e-20
4 	0.640819 	-3.0521e-17 	1.06638 	-0.497085 	-1.12147e-21
4 	0.693369 	-2.91434e-17 	1.08319 	-0.479971 	2.68431e-20
4 	0.745164 	-3.08781e-17 	1.09891 	-0.462282 	2.27147e-20
4 	0.77583 	-3.1473e-17 	1.11354 	-0.444216 	1.81406e-20
4 	0.801121 	-2.64914e-17 	1.07362 	-0.436262 	-3.43429e-20
4 	0.846307 	-2.12066e-17 	1.087 	-0.420019 	-4.24988e-21
4 	0.895572 	-2.20249e-17 	1.09963 	-0.403608 	-1.45928e-20
4 	0.943916 	-2.70617e-17 	1.11151 	-0.387518 	4.79151e-21
4 	0.985532 	-3.08835e-17 	1.12266 	-0.372522 	4.4495e-21
4 	1.00898 	-3.09646e-17 	1.0856 	-0.368843 	-5.95297e-21
4 	1.03771 	-3.31168e-17 	1.09655 	-0.353968 	-9.46493e-21
4 	1.10965 	-3.41526e-17 	1.11145 	-0.324689 	0
4 	1.20763 	-3.41526e-17 	1.10506 	-0.297766 	0
