4 	-3.95101 	-7.09088e-18 	-0.1213
4 	-3.85303 	-7.09088e-18 	-0.121425
4 	-3.75506 	-7.09088e-18 	-0.121675
4 	-3.65708 	-7.09088e-18 	-0.12205
4 	-3.5591 	-7.09088e-18 	-0.12255
4 	-3.46112 	-7.09088e-18 	-0.123176
4 	-3.36314 	-7.09088e-18 	-0.123929
4 	-3.26517 	-7.09088e-18 	-0.12481
4 	-3.16719 	-7.09088e-18 	-0.125819
4 	-3.06921 	-7.09088e-18 	-0.126957
4 	-2.97123 	-7.09088e-18 	-0.128226
4 	-2.87325 	-7.09088e-18 	-0.129626
4 	-2.77528 	-7.09088e-18 	-0.131161
4 	-2.6773 	-7.09088e-18 	-0.13283
4 	-2.57932 	-7.09088e-18 	-0.134637
4 	-2.48134 	-9.5195e-18 	-0.136584
4 	-2.38336 	-1.19481e-17 	-0.138672
4 	-2.28539 	-1.19481e-17 	-0.140906
4 	-2.18741 	-1.19481e-17 	-0.143288
4 	-2.08943 	-1.09073e-17 	-0.145823
4 	-1.99145 	-9.86644e-18 	-0.148515
4 	-1.89347 	-9.86644e-18 	-0.15137
4 	-1.7955 	-9.86644e-18 	-0.154393
4 	-1.69752 	-9.86644e-18 	-0.157591
4 	-1.59954 	-9.86644e-18 	-0.160968
4 	-1.50156 	-9.86644e-18 	-0.164528
4 	-1.40358 	-9.86644e-18 	-0.168257
4 	-1.30561 	-9.86644e-18 	-0.172119
4 	-1.20763 	-9.86644e-18 	-0.176051
4 	-1.10965 	-9.86644e-18 	-0.180041
4 	-1.03771 	-8.48375e-18 	-0.181968
4 	-1.00898 	-9.96354e-18 	-0.182695
4 	-0.985532 	-1.47397e-17 	-0.186417
4 	-0.943916 	-1.66533e-17 	-0.187004
4 	-0.895572 	-1.63003e-17 	-0.187497
4 	-0.846307 	-1.89514e-17 	-0.187824
4 	-0.801121 	-2.03454e-17 	-0.187969
4 	-0.77583 	-2.04697e-17 	-0.191578
4 	-0.745164 	-2.35922e-17 	-0.191562
4 	-0.693369 	-2.46331e-17 	-0.191353
4 	-0.640819 	-2.8396e-17 	-0.190959
4 	-0.587563 	-3.05164e-17 	-0.190388
4 	-0.533652 	-3.00685e-17 	-0.189655
4 	-0.47914 	-3.00478e-17 	-0.188775
4 	-0.448527 	-2.96696e-17 	-0.187766
4 	-0.42087 	-2.86107e-17 	-0.191421
4 	-0.368541 	-2.32453e-17 	-0.190387
4 	-0.312573 	-1.97758e-17 	-0.189294
4 	-0.256242 	-1.97758e-17 	-0.188083
4 	-0.199612 	-1.8735e-17 	-0.186941
4 	-0.142748 	-2.08167e-17 	-0.18583
4 	-0.0857162 	-2.74086e-17 	-0.184744
4 	-0.0285833 	-3.05286e-17 	-0.183735
4 	0.0285833 	-7.63278e-18 	-0.182817
4 	0.0857162 	-7.97973e-18 	-0.182004
4 	0.142748 	-1.11022e-17 	-0.181327
4 	0.199612 	-1.249e-17 	-0.180793
4 	0.256242 	-1.38778e-17 	-0.180401
4 	0.312573 	-1.49186e-17 	-0.180149
4 	0.368541 	-1.59595e-17 	-0.180031
4 	0.42087 	-1.7186e-17 	-0.180032
4 	0.448527 	-1.85918e-17 	-0.174458
4 	0.47914 	-2.27619e-17 	-0.174496
4 	0.533652 	-2.79868e-17 	-0.174637
4 	0.587563 	-3.22945e-17 	-0.174859
4 	0.640819 	-3.0521e-17 	-0.175141
4 	0.693369 	-2.91434e-17 	-0.175458
4 	0.745164 	-3.08781e-17 	-0.175787
4 	0.77583 	-3.1473e-17 	-0.176107
4 	0.801121 	-2.64914e-17 	-0.170537
4 	0.846307 	-2.12066e-17 	-0.170893
4 	0.895572 	-2.20249e-17 	-0.171217
4 	0.943916 	-2.70617e-17 	-0.171486
4 	0.985532 	-3.08835e-17 	-0.171766
4 	1.00898 	-3.09646e-17 	-0.166593
4 	1.03771 	-3.31168e-17 	-0.166899
4 	1.10965 	-3.41526e-17 	-0.165919
4 	1.20763 	-3.41526e-17 	-0.16347
4 	1.30561 	-3.41526e-17 	-0.16104
4 	1.40358 	-3.41526e-17 	-0.158563
4 	1.50156 	-3.57138e-17 	-0.156072
4 	1.59954 	-3.7969e-17 	-0.153605
4 	1.69752 	-3.86628e-17 	-0.151182
4 	1.7955 	-3.86628e-17 	-0.148815
4 	1.89347 	-3.86628e-17 	-0.146516
4 	1.99145 	-3.86628e-17 	-0.144291
4 	2.08943 	-3.86628e-17 	-0.142148
4 	2.18741 	-3.86628e-17 	-0.140091
4 	2.28539 	-3.86628e-17 	-0.138125
4 	2.38336 	-3.86628e-17 	-0.136254
4 	2.48134 	-3.86628e-17 	-0.134481
4 	2.57932 	-3.7969e-17 	-0.132809
4 	2.6773 	-3.72751e-17 	-0.131242
4 	2.77528 	-3.58873e-17 	-0.12978
4 	2.87325 	-3.44995e-17 	-0.128426
4 	2.97123 	-3.51934e-17 	-0.127181
4 	3.06921 	-3.58873e-17 	-0.126046
4 	3.16719 	-3.58873e-17 	-0.125023
4 	3.26517 	-3.51934e-17 	-0.124111
4 	3.36314 	-3.44995e-17 	-0.123313
4 	3.46112 	-3.38056e-17 	-0.122628
4 	3.5591 	-3.31117e-17 	-0.122056
4 	3.65708 	-3.31117e-17 	-0.121599
4 	3.75506 	-3.24178e-17 	-0.121255
4 	3.85303 	-3.10301e-17 	-0.121026
4 	3.95101 	-3.08781e-17 	-0.120912
